date,temperature_2m_mean
2016-07-07 00:00:00+00:00,19.48825
2016-07-08 00:00:00+00:00,20.965334
2016-07-09 00:00:00+00:00,21.427835
2016-07-10 00:00:00+00:00,23.51117
2016-07-11 00:00:00+00:00,22.321587
2016-07-12 00:00:00+00:00,18.234083
2016-07-13 00:00:00+00:00,14.900752
2016-07-14 00:00:00+00:00,13.648666
2016-07-15 00:00:00+00:00,13.986168
2016-07-16 00:00:00+00:00,17.036165
2016-07-17 00:00:00+00:00,19.767418
2016-07-18 00:00:00+00:00,21.877832
2016-07-19 00:00:00+00:00,23.082003
2016-07-20 00:00:00+00:00,25.132002
2016-07-21 00:00:00+00:00,23.896584
2016-07-22 00:00:00+00:00,21.811167
2016-07-23 00:00:00+00:00,20.619503
2016-07-24 00:00:00+00:00,20.884085
2016-07-25 00:00:00+00:00,22.338251
2016-07-26 00:00:00+00:00,22.529915
2016-07-27 00:00:00+00:00,21.248667
2016-07-28 00:00:00+00:00,20.871584
2016-07-29 00:00:00+00:00,21.454918
2016-07-30 00:00:00+00:00,23.569504
2016-07-31 00:00:00+00:00,19.652834
2016-08-01 00:00:00+00:00,19.259083
2016-08-02 00:00:00+00:00,18.6445
2016-08-03 00:00:00+00:00,21.482
2016-08-04 00:00:00+00:00,20.896585
2016-08-05 00:00:00+00:00,16.92367
2016-08-06 00:00:00+00:00,17.979918
2016-08-07 00:00:00+00:00,20.081999
2016-08-08 00:00:00+00:00,20.707
2016-08-09 00:00:00+00:00,16.723667
2016-08-10 00:00:00+00:00,15.294501
2016-08-11 00:00:00+00:00,15.390334
2016-08-12 00:00:00+00:00,18.32575
2016-08-13 00:00:00+00:00,20.782
2016-08-14 00:00:00+00:00,22.540335
2016-08-15 00:00:00+00:00,22.465334
2016-08-16 00:00:00+00:00,23.177834
2016-08-17 00:00:00+00:00,22.41117
2016-08-18 00:00:00+00:00,19.152834
2016-08-19 00:00:00+00:00,20.748665
2016-08-20 00:00:00+00:00,17.850752
2016-08-21 00:00:00+00:00,16.257
2016-08-22 00:00:00+00:00,17.446583
2016-08-23 00:00:00+00:00,19.8945
2016-08-24 00:00:00+00:00,21.698668
2016-08-25 00:00:00+00:00,23.61325
2016-08-26 00:00:00+00:00,26.384085
2016-08-27 00:00:00+00:00,26.117422
2016-08-28 00:00:00+00:00,24.600754
2016-08-29 00:00:00+00:00,20.461168
2016-08-30 00:00:00+00:00,20.659084
2016-08-31 00:00:00+00:00,21.679916
2016-09-01 00:00:00+00:00,22.515335
2016-09-02 00:00:00+00:00,23.1445
2016-09-03 00:00:00+00:00,22.0945
2016-09-04 00:00:00+00:00,19.771582
2016-09-05 00:00:00+00:00,16.654917
2016-09-06 00:00:00+00:00,17.042418
2016-09-07 00:00:00+00:00,18.198668
2016-09-08 00:00:00+00:00,20.815332
2016-09-09 00:00:00+00:00,21.815336
2016-09-10 00:00:00+00:00,21.761168
2016-09-11 00:00:00+00:00,21.75075
2016-09-12 00:00:00+00:00,21.88617
2016-09-13 00:00:00+00:00,21.848665
2016-09-14 00:00:00+00:00,21.984085
2016-09-15 00:00:00+00:00,17.421585
2016-09-16 00:00:00+00:00,15.592416
2016-09-17 00:00:00+00:00,14.440331
2016-09-18 00:00:00+00:00,13.571584
2016-09-19 00:00:00+00:00,15.169502
2016-09-20 00:00:00+00:00,14.482001
2016-09-21 00:00:00+00:00,13.688251
2016-09-22 00:00:00+00:00,13.4903345
2016-09-23 00:00:00+00:00,15.150749
2016-09-24 00:00:00+00:00,14.394501
2016-09-25 00:00:00+00:00,15.684085
2016-09-26 00:00:00+00:00,16.354918
2016-09-27 00:00:00+00:00,16.296583
2016-09-28 00:00:00+00:00,15.442414
2016-09-29 00:00:00+00:00,16.498667
2016-09-30 00:00:00+00:00,16.429916
2016-10-01 00:00:00+00:00,15.169501
2016-10-02 00:00:00+00:00,12.917417
2016-10-03 00:00:00+00:00,11.884083
2016-10-04 00:00:00+00:00,11.654918
2016-10-05 00:00:00+00:00,10.286166
2016-10-06 00:00:00+00:00,8.713249
2016-10-07 00:00:00+00:00,10.340334
2016-10-08 00:00:00+00:00,10.192416
2016-10-09 00:00:00+00:00,7.7590833
2016-10-10 00:00:00+00:00,6.338251
2016-10-11 00:00:00+00:00,6.9299164
2016-10-12 00:00:00+00:00,5.5840836
2016-10-13 00:00:00+00:00,7.18825
2016-10-14 00:00:00+00:00,8.915334
2016-10-15 00:00:00+00:00,10.688251
2016-10-16 00:00:00+00:00,10.3445
2016-10-17 00:00:00+00:00,11.53825
2016-10-18 00:00:00+00:00,11.419501
2016-10-19 00:00:00+00:00,8.715333
2016-10-20 00:00:00+00:00,7.854916
2016-10-21 00:00:00+00:00,7.586168
2016-10-22 00:00:00+00:00,6.292416
2016-10-23 00:00:00+00:00,7.2382507
2016-10-24 00:00:00+00:00,11.5424185
